Promedio_Notas,Asistencia_Pct,Tareas_Entregadas_Pct,Nivel_Participacion,Faltas_Disciplinarias,Nivel_Riesgo
9.5,90.8,98.6,Baja,0,Sin riesgo
10.0,95.1,98.8,Media,0,Sin riesgo
8.5,100.0,100.0,Media,0,Sin riesgo
4.0,61.4,40.5,Baja,0,Alto riesgo
6.6,84.3,88.8,Media,0,Medio riesgo
10.0,96.6,100.0,Media,0,Sin riesgo
7.8,93.9,96.2,Desconocido_X99,1,Medio riesgo
8.6,77.2,,Alta,0,Sin riesgo
6.1,77.4,66.1,Baja,1,Medio riesgo
10.0,80.4,,Alta,0,Sin riesgo
,58.8,72.8,Media,0,Alto riesgo
6.7,61.7,42.4,Alta,0,Alto riesgo
4.7,71.0,70.0,Alta,2,Alto riesgo
150.0,94.0,100.0,Media,1,Medio riesgo
10.0,100.0,87.8,Baja,0,Sin riesgo
,100.0,91.8,Baja,0,Sin riesgo
8.9,73.4,85.5,Media,0,Sin riesgo
7.7,68.3,69.8,Media,1,Alto riesgo
150.0,69.4,65.4,Alta,1,Alto riesgo
,72.0,74.0,Alta,0,Medio riesgo
5.7,67.3,54.8,Alta,1,Alto riesgo
,99.2,92.4,Media,0,Sin riesgo
8.6,71.2,79.0,Baja,0,Sin riesgo
9.0,83.5,68.2,Alta,2,Sin riesgo
9.0,90.7,96.4,Desconocido_X99,0,Sin riesgo
7.8,77.7,85.9,Media,2,Medio riesgo
5.8,68.3,77.0,Media,0,Alto riesgo
10.0,100.0,97.2,Media,0,Sin riesgo
6.6,86.2,91.1,Media,0,Medio riesgo
8.5,74.5,65.8,Media,0,Sin riesgo
5.5,66.3,63.0,Desconocido_X99,1,Alto riesgo
6.6,91.2,,Media,0,Medio riesgo
8.5,70.2,78.0,Alta,1,Sin riesgo
6.6,64.0,69.6,Media,0,Alto riesgo
9.1,90.7,97.5,Baja,2,Sin riesgo
9.6,86.9,76.4,Alta,0,Sin riesgo
7.4,69.1,61.4,Baja,0,Alto riesgo
5.8,63.3,,Media,2,Alto riesgo
10.0,80.4,89.1,Desconocido_X99,0,Sin riesgo
4.5,77.6,78.5,Media,0,Alto riesgo
10.0,84.6,93.3,Alta,0,Sin riesgo
7.2,75.9,85.1,Desconocido_X99,0,Medio riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
9.6,73.8,82.3,Media,1,Sin riesgo
6.4,75.5,71.1,Baja,1,Medio riesgo
7.0,62.4,51.1,Alta,0,Alto riesgo
6.5,74.4,72.8,Alta,0,Medio riesgo
6.9,65.5,68.9,Media,0,Alto riesgo
6.9,69.6,71.9,Media,0,Alto riesgo
6.3,100.0,100.0,Media,2,Medio riesgo
8.2,79.3,82.2,Media,1,Sin riesgo
7.3,86.5,89.4,Media,0,Medio riesgo
8.0,82.0,68.2,Media,1,Sin riesgo
6.6,63.0,82.4,Alta,0,Alto riesgo
150.0,71.8,55.6,Media,0,Alto riesgo
9.5,90.3,84.4,Media,0,Sin riesgo
6.8,77.0,76.3,Media,1,Medio riesgo
7.9,79.4,85.7,Baja,0,Medio riesgo
5.9,61.3,44.0,Alta,0,Alto riesgo
10.0,99.9,100.0,Alta,0,Sin riesgo
9.5,80.4,79.3,Media,0,Sin riesgo
7.1,96.2,57.1,Media,1,Medio riesgo
150.0,59.6,60.7,Alta,0,Alto riesgo
7.8,84.6,94.6,Baja,0,Medio riesgo
7.0,100.0,100.0,Alta,2,Medio riesgo
4.9,58.6,65.9,Media,0,Alto riesgo
9.7,89.2,95.3,Media,1,Sin riesgo
6.7,71.2,56.4,Media,0,Medio riesgo
5.8,74.8,,Media,1,Alto riesgo
6.9,70.1,59.9,Media,0,Medio riesgo
150.0,69.5,90.4,Media,0,Alto riesgo
10.0,84.7,94.1,Media,0,Sin riesgo
150.0,100.0,100.0,Alta,0,Sin riesgo
150.0,78.7,59.6,Alta,0,Medio riesgo
7.4,74.6,71.5,Media,0,Medio riesgo
6.9,61.2,50.0,Media,0,Alto riesgo
7.6,87.2,78.0,Media,0,Medio riesgo
,88.1,96.8,Alta,1,Sin riesgo
5.0,78.6,84.7,Media,1,Alto riesgo
5.9,-25.0,58.3,Media,0,Alto riesgo
10.0,97.7,100.0,Media,1,Sin riesgo
6.3,70.8,57.6,Baja,1,Medio riesgo
3.8,74.9,80.0,Media,0,Alto riesgo
8.5,79.9,72.9,Alta,0,Sin riesgo
4.5,59.8,58.9,Media,3,Alto riesgo
,72.5,85.1,Baja,1,Alto riesgo
7.3,71.4,70.9,Media,0,Medio riesgo
5.1,60.3,59.8,Media,0,Alto riesgo
5.0,69.9,72.6,Media,1,Alto riesgo
7.9,79.4,97.6,Media,1,Medio riesgo
7.1,93.5,,Baja,0,Medio riesgo
7.0,81.6,59.7,Media,0,Medio riesgo
8.3,91.5,75.9,Baja,0,Sin riesgo
5.5,81.6,84.4,Baja,0,Alto riesgo
9.5,96.2,100.0,Media,1,Sin riesgo
6.6,69.3,83.6,Media,1,Alto riesgo
8.4,64.8,73.0,Media,0,Alto riesgo
7.9,59.5,30.2,Media,0,Alto riesgo
9.3,79.6,80.4,Alta,0,Sin riesgo
8.4,75.6,70.4,Baja,0,Sin riesgo
5.6,79.1,78.2,Baja,0,Alto riesgo
3.7,64.3,75.0,Baja,3,Alto riesgo
9.0,93.9,100.0,Media,1,Sin riesgo
5.6,77.6,80.8,Alta,0,Alto riesgo
9.9,100.0,100.0,Media,1,Sin riesgo
7.2,-25.0,49.7,Alta,0,Alto riesgo
8.7,80.1,70.5,Media,0,Sin riesgo
7.1,87.5,80.0,Media,1,Medio riesgo
7.4,87.0,91.4,Media,0,Medio riesgo
8.5,73.4,77.2,Alta,1,Sin riesgo
6.0,76.0,60.5,Media,0,Medio riesgo
10.0,80.5,,Alta,1,Sin riesgo
7.3,75.5,66.9,Media,1,Medio riesgo
6.0,53.9,62.7,Media,1,Alto riesgo
7.5,66.6,66.4,Media,0,Alto riesgo
10.0,100.0,74.1,Media,1,Sin riesgo
8.2,-25.0,88.6,Media,0,Sin riesgo
9.2,77.8,53.3,Alta,0,Sin riesgo
8.9,80.7,92.0,Alta,0,Sin riesgo
5.8,74.7,85.4,Media,0,Alto riesgo
,56.1,51.8,Media,1,Alto riesgo
7.5,88.7,86.9,Alta,1,Medio riesgo
,63.5,78.8,Media,1,Alto riesgo
8.0,65.2,64.1,Desconocido_X99,0,Alto riesgo
9.0,76.3,74.9,Alta,0,Sin riesgo
5.9,78.6,80.9,Alta,0,Alto riesgo
7.1,95.8,99.8,Media,1,Medio riesgo
9.5,70.7,85.0,Baja,0,Sin riesgo
6.7,63.1,67.7,Media,0,Alto riesgo
8.8,81.0,74.9,Media,0,Sin riesgo
10.0,93.8,96.3,Baja,1,Sin riesgo
10.0,96.8,93.0,Baja,3,Sin riesgo
6.7,69.2,69.7,Media,0,Alto riesgo
150.0,84.3,79.1,Alta,0,Alto riesgo
8.6,100.0,100.0,Media,2,Sin riesgo
4.4,84.1,100.0,Media,2,Alto riesgo
8.1,71.3,69.2,Media,0,Sin riesgo
7.9,79.0,85.5,Baja,0,Medio riesgo
10.0,80.3,68.3,Alta,1,Sin riesgo
6.4,67.5,70.3,Desconocido_X99,0,Alto riesgo
150.0,86.3,95.2,Media,1,Sin riesgo
10.0,79.8,93.6,Media,0,Sin riesgo
10.0,92.4,100.0,Desconocido_X99,0,Sin riesgo
7.7,-25.0,96.7,Baja,0,Medio riesgo
10.0,89.6,78.5,Alta,2,Sin riesgo
9.5,95.1,100.0,Baja,1,Sin riesgo
8.4,76.5,65.4,Media,0,Sin riesgo
8.0,66.3,51.1,Alta,1,Alto riesgo
9.9,88.7,76.9,Alta,2,Sin riesgo
9.6,89.2,92.5,Desconocido_X99,0,Sin riesgo
10.0,83.3,86.9,Media,0,Sin riesgo
7.2,90.3,95.8,Media,0,Medio riesgo
10.0,93.4,88.1,Media,1,Sin riesgo
6.4,81.3,72.6,Baja,0,Medio riesgo
6.6,66.3,51.4,Media,0,Alto riesgo
9.9,91.5,80.1,Media,1,Sin riesgo
9.4,100.0,84.7,Alta,1,Sin riesgo
9.1,89.3,94.8,Media,1,Sin riesgo
8.4,77.8,79.7,Alta,0,Sin riesgo
10.0,76.0,83.7,Media,0,Sin riesgo
10.0,74.9,51.6,Media,0,Sin riesgo
,83.5,85.8,Baja,0,Alto riesgo
150.0,73.2,61.7,Alta,1,Medio riesgo
10.0,91.6,90.6,Alta,0,Sin riesgo
,96.3,81.6,Baja,1,Sin riesgo
8.2,76.1,79.1,Baja,1,Sin riesgo
0.9,41.8,53.1,Baja,0,Alto riesgo
6.3,62.8,51.8,Baja,0,Alto riesgo
5.5,75.0,85.1,Baja,1,Alto riesgo
7.1,83.5,64.3,Alta,1,Medio riesgo
6.7,64.9,57.6,Media,0,Alto riesgo
5.2,70.3,67.7,Baja,0,Alto riesgo
6.8,66.0,47.9,Media,2,Alto riesgo
6.9,88.5,85.8,Alta,0,Medio riesgo
150.0,97.5,95.8,Media,0,Sin riesgo
5.7,85.4,100.0,Media,1,Alto riesgo
9.1,83.0,80.0,Alta,0,Sin riesgo
5.3,66.0,66.0,Media,0,Alto riesgo
6.9,64.2,66.2,Media,0,Alto riesgo
4.1,71.3,57.3,Baja,0,Alto riesgo
6.0,49.4,46.2,Desconocido_X99,1,Alto riesgo
8.4,93.5,85.3,Alta,2,Sin riesgo
8.1,84.8,86.8,Alta,2,Sin riesgo
10.0,89.9,83.8,Baja,1,Sin riesgo
6.1,73.9,85.7,Alta,0,Medio riesgo
5.0,79.4,67.9,Alta,0,Alto riesgo
9.8,89.2,,Alta,0,Sin riesgo
3.8,66.7,77.6,Media,0,Alto riesgo
6.2,77.5,79.0,Alta,0,Medio riesgo
,47.5,40.6,Media,0,Alto riesgo
10.0,99.4,91.4,Media,1,Sin riesgo
6.1,76.2,77.7,Media,0,Medio riesgo
6.3,72.5,58.4,Media,1,Medio riesgo
8.7,88.4,100.0,Media,0,Sin riesgo
9.5,80.0,85.7,Media,0,Sin riesgo
5.8,57.1,62.9,Baja,0,Alto riesgo
4.6,58.0,65.0,Baja,0,Alto riesgo
7.1,84.4,71.1,Media,0,Medio riesgo
10.0,80.4,69.8,Media,1,Sin riesgo
9.2,88.0,91.4,Alta,0,Sin riesgo
6.7,91.6,97.8,Media,1,Medio riesgo
10.0,86.5,90.0,Alta,1,Sin riesgo
6.4,60.2,57.0,Media,0,Alto riesgo
5.6,66.7,61.3,Media,0,Alto riesgo
9.4,67.2,64.7,Media,1,Alto riesgo
10.0,90.6,69.7,Media,0,Sin riesgo
7.9,91.9,99.5,Media,0,Medio riesgo
5.7,55.2,65.1,Baja,0,Alto riesgo
6.9,100.0,100.0,Alta,1,Medio riesgo
7.8,74.4,100.0,Baja,1,Medio riesgo
7.8,76.4,68.5,Alta,0,Medio riesgo
5.3,69.0,78.3,Alta,1,Alto riesgo
7.1,75.8,86.1,Baja,1,Medio riesgo
8.6,75.1,75.8,Media,1,Sin riesgo
6.2,50.2,54.4,Media,0,Alto riesgo
,74.3,66.7,Baja,0,Alto riesgo
,66.2,39.9,Media,1,Alto riesgo
4.7,78.8,78.1,Media,0,Alto riesgo
9.5,85.6,75.1,Media,0,Sin riesgo
6.2,73.3,68.3,Media,1,Medio riesgo
9.2,69.2,80.4,Media,1,Alto riesgo
10.0,97.3,100.0,Baja,1,Sin riesgo
10.0,-25.0,100.0,Media,0,Sin riesgo
4.6,69.3,68.7,Media,0,Alto riesgo
5.5,82.0,90.6,Desconocido_X99,0,Alto riesgo
7.9,79.3,74.2,Baja,1,Medio riesgo
8.3,74.3,70.7,Alta,0,Sin riesgo
8.5,84.4,88.4,Baja,0,Sin riesgo
5.2,58.4,69.3,Desconocido_X99,0,Alto riesgo
8.4,100.0,97.9,Media,0,Sin riesgo
150.0,70.6,70.4,Baja,0,Medio riesgo
9.1,61.7,63.7,Alta,1,Alto riesgo
9.1,96.8,81.1,Baja,1,Sin riesgo
4.8,63.6,83.5,Media,0,Alto riesgo
8.0,87.4,,Alta,1,Medio riesgo
5.3,89.6,89.3,Baja,0,Alto riesgo
10.0,81.4,79.1,Baja,0,Sin riesgo
5.3,65.4,,Media,0,Alto riesgo
9.3,74.3,75.4,Alta,0,Sin riesgo
6.5,76.6,70.5,Baja,0,Medio riesgo
5.5,61.6,60.4,Media,1,Alto riesgo
8.1,83.5,63.5,Media,0,Sin riesgo
9.0,84.3,74.9,Baja,1,Sin riesgo
10.0,91.1,98.1,Media,0,Sin riesgo
7.8,81.1,89.6,Alta,0,Medio riesgo
9.7,94.9,91.5,Media,0,Sin riesgo
7.7,67.5,77.3,Media,0,Alto riesgo
10.0,96.8,100.0,Media,1,Sin riesgo
9.2,74.5,84.6,Alta,0,Sin riesgo
6.2,68.0,73.6,Media,0,Alto riesgo
2.6,65.0,79.0,Alta,1,Alto riesgo
10.0,99.9,92.2,Baja,2,Sin riesgo
5.9,72.8,65.3,Media,1,Alto riesgo
6.0,79.0,81.8,Media,1,Medio riesgo
7.6,86.9,88.8,Baja,0,Medio riesgo
150.0,81.2,77.3,Media,0,Medio riesgo
10.0,-25.0,88.2,Alta,1,Sin riesgo
7.5,71.3,62.6,Alta,1,Medio riesgo
9.7,97.2,95.0,Alta,0,Sin riesgo
7.1,78.5,70.2,Media,0,Medio riesgo
8.8,66.4,67.9,Media,0,Alto riesgo
7.2,71.3,68.3,Alta,2,Medio riesgo
7.0,82.0,95.3,Alta,0,Medio riesgo
8.5,78.4,86.3,Media,1,Sin riesgo
6.9,79.4,68.6,Media,0,Medio riesgo
7.0,76.7,79.4,Media,2,Medio riesgo
10.0,86.9,100.0,Alta,1,Sin riesgo
10.0,94.2,95.5,Alta,0,Sin riesgo
7.0,89.3,90.6,Alta,1,Medio riesgo
8.5,58.7,69.6,Media,2,Alto riesgo
,99.7,87.3,Alta,0,Sin riesgo
7.1,57.7,79.9,Media,1,Alto riesgo
9.8,100.0,100.0,Media,0,Sin riesgo
9.0,69.7,79.9,Media,0,Alto riesgo
,84.0,79.6,Alta,2,Medio riesgo
9.6,97.2,79.5,Alta,0,Sin riesgo
5.9,76.8,85.8,Alta,0,Alto riesgo
,93.6,83.5,Baja,0,Sin riesgo
8.8,74.4,72.4,Media,0,Sin riesgo
,58.8,51.1,Alta,0,Alto riesgo
9.0,85.3,,Media,2,Sin riesgo
4.9,54.5,58.4,Media,0,Alto riesgo
5.3,59.1,43.3,Media,0,Alto riesgo
8.6,73.8,65.5,Alta,1,Sin riesgo
7.8,71.1,71.5,Media,0,Medio riesgo
3.8,70.7,87.0,Media,0,Alto riesgo
6.5,84.4,91.3,Alta,1,Medio riesgo
6.1,80.7,65.4,Alta,0,Medio riesgo
,62.6,58.5,Baja,1,Alto riesgo
5.0,51.6,57.9,Media,0,Alto riesgo
8.1,87.5,95.8,Media,2,Sin riesgo
8.1,71.7,54.1,Media,0,Sin riesgo
5.4,60.7,50.2,Alta,1,Alto riesgo
9.2,95.8,100.0,Baja,0,Sin riesgo
10.0,-25.0,93.9,Alta,1,Sin riesgo
,71.4,65.0,Alta,0,Medio riesgo
8.1,76.6,55.7,Media,0,Sin riesgo
8.4,88.4,85.4,Alta,0,Sin riesgo
,66.2,59.7,Media,0,Alto riesgo
,50.3,52.3,Alta,1,Alto riesgo
10.0,84.0,63.2,Media,1,Sin riesgo
6.8,74.3,81.6,Media,2,Medio riesgo
10.0,97.5,100.0,Alta,0,Sin riesgo
10.0,100.0,100.0,Baja,0,Sin riesgo
9.9,100.0,95.7,Media,1,Sin riesgo
8.6,81.7,89.1,Alta,0,Sin riesgo
6.1,63.8,62.9,Media,0,Alto riesgo
10.0,100.0,87.1,Alta,0,Sin riesgo
6.1,74.5,76.6,Media,0,Medio riesgo
9.6,100.0,97.1,Alta,2,Sin riesgo
5.7,77.1,89.0,Baja,1,Alto riesgo
7.4,58.4,44.2,Media,0,Alto riesgo
10.0,100.0,92.5,Media,1,Sin riesgo
5.8,78.5,85.7,Media,0,Alto riesgo
8.5,99.6,83.3,Baja,0,Sin riesgo
6.1,55.2,52.2,Media,0,Alto riesgo
3.5,41.8,51.4,Media,0,Alto riesgo
10.0,94.3,100.0,Desconocido_X99,0,Sin riesgo
9.6,100.0,100.0,Alta,0,Sin riesgo
8.3,59.0,61.0,Media,0,Alto riesgo
8.4,73.3,83.6,Alta,0,Sin riesgo
5.8,65.5,78.2,Alta,0,Alto riesgo
9.5,59.6,64.4,Media,1,Alto riesgo
,75.8,78.6,Alta,1,Alto riesgo
7.9,82.3,88.9,Baja,0,Medio riesgo
6.7,71.8,69.7,Media,0,Medio riesgo
8.1,85.2,86.5,Alta,1,Sin riesgo
6.9,85.7,93.6,Media,1,Medio riesgo
8.9,100.0,97.0,Media,0,Sin riesgo
7.1,80.8,94.1,Media,1,Medio riesgo
7.7,68.3,73.6,Media,0,Alto riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
7.6,75.4,,Media,3,Medio riesgo
6.9,80.6,83.8,Media,2,Medio riesgo
,85.4,70.8,Media,0,Sin riesgo
7.2,91.5,80.5,Desconocido_X99,1,Medio riesgo
8.9,100.0,100.0,Alta,0,Sin riesgo
5.4,78.7,69.9,Alta,0,Alto riesgo
10.0,77.1,80.3,Media,0,Sin riesgo
6.2,67.6,63.0,Baja,1,Alto riesgo
6.4,64.6,91.3,Baja,0,Alto riesgo
8.0,80.6,,Media,0,Sin riesgo
8.4,83.0,64.6,Alta,0,Sin riesgo
5.6,66.3,54.0,Alta,0,Alto riesgo
8.6,75.1,63.5,Baja,1,Sin riesgo
9.5,95.4,96.4,Alta,0,Sin riesgo
5.5,44.0,46.4,Media,0,Alto riesgo
7.1,81.8,81.4,Media,0,Medio riesgo
7.9,71.0,66.1,Media,0,Medio riesgo
8.0,68.6,70.8,Baja,0,Alto riesgo
8.4,80.6,78.1,Media,0,Sin riesgo
4.6,54.8,51.2,Media,1,Alto riesgo
7.4,-25.0,86.1,Alta,0,Medio riesgo
9.1,79.3,62.9,Alta,2,Sin riesgo
7.1,81.2,82.7,Baja,2,Medio riesgo
7.3,97.1,81.5,Baja,0,Medio riesgo
10.0,87.3,80.4,Desconocido_X99,1,Sin riesgo
10.0,98.9,100.0,Media,0,Sin riesgo
6.0,69.7,51.4,Alta,1,Alto riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
8.9,60.3,63.7,Baja,2,Alto riesgo
6.3,68.6,71.9,Baja,0,Alto riesgo
5.0,61.8,,Alta,0,Alto riesgo
10.0,89.4,75.4,Desconocido_X99,2,Sin riesgo
5.4,67.0,54.9,Baja,0,Alto riesgo
5.3,48.5,35.7,Baja,0,Alto riesgo
9.4,84.4,88.7,Alta,0,Sin riesgo
4.5,57.6,56.6,Media,0,Alto riesgo
6.1,52.0,45.8,Media,0,Alto riesgo
10.0,97.3,100.0,Baja,1,Sin riesgo
4.3,58.3,64.6,Media,1,Alto riesgo
150.0,79.3,82.7,Media,0,Medio riesgo
10.0,83.0,91.0,Media,1,Sin riesgo
8.2,80.8,81.6,Media,0,Sin riesgo
6.8,72.9,78.0,Baja,1,Medio riesgo
7.2,100.0,88.2,Desconocido_X99,1,Medio riesgo
10.0,87.5,82.2,Media,2,Sin riesgo
10.0,93.9,77.1,Media,0,Sin riesgo
6.2,68.9,70.1,Media,1,Alto riesgo
7.7,64.8,67.6,Alta,0,Alto riesgo
8.5,86.9,82.8,Media,2,Sin riesgo
10.0,84.9,57.6,Media,1,Sin riesgo
6.4,57.6,55.3,Media,0,Alto riesgo
9.5,96.2,100.0,Alta,0,Sin riesgo
7.7,-25.0,76.8,Media,1,Medio riesgo
5.3,78.6,82.1,Baja,0,Alto riesgo
7.9,85.2,68.8,Alta,0,Medio riesgo
8.3,86.3,78.7,Media,0,Sin riesgo
1.8,65.9,,Baja,1,Alto riesgo
8.2,75.9,79.5,Media,2,Sin riesgo
,100.0,88.4,Media,0,Sin riesgo
150.0,79.0,84.0,Baja,0,Sin riesgo
10.0,100.0,100.0,Baja,2,Sin riesgo
8.3,66.0,66.9,Alta,2,Alto riesgo
9.1,82.8,62.3,Media,0,Sin riesgo
8.7,81.4,95.3,Media,1,Sin riesgo
150.0,78.5,71.3,Alta,1,Sin riesgo
8.4,74.0,84.6,Media,0,Sin riesgo
6.5,66.3,55.1,Alta,3,Alto riesgo
9.5,99.7,100.0,Baja,0,Sin riesgo
9.3,100.0,100.0,Baja,1,Sin riesgo
7.1,76.2,69.4,Media,0,Medio riesgo
9.7,80.3,94.1,Alta,0,Sin riesgo
6.9,100.0,83.9,Media,1,Medio riesgo
5.3,53.1,45.1,Alta,0,Alto riesgo
7.9,-25.0,57.2,Baja,1,Medio riesgo
7.0,73.7,75.6,Alta,0,Medio riesgo
7.1,72.2,93.2,Media,2,Medio riesgo
5.9,71.4,70.9,Media,0,Alto riesgo
9.8,90.4,85.8,Baja,0,Sin riesgo
7.3,71.8,76.6,Media,0,Medio riesgo
5.4,52.6,64.3,Media,0,Alto riesgo
2.5,57.9,70.8,Desconocido_X99,0,Alto riesgo
9.6,84.2,85.9,Desconocido_X99,0,Sin riesgo
9.1,86.5,77.4,Media,1,Sin riesgo
10.0,100.0,80.6,Media,1,Sin riesgo
3.4,49.6,64.2,Media,0,Alto riesgo
9.4,100.0,,Media,0,Sin riesgo
5.5,68.3,74.6,Media,0,Alto riesgo
6.6,59.3,,Alta,1,Alto riesgo
6.2,79.9,80.8,Baja,0,Medio riesgo
5.4,66.1,77.4,Baja,0,Alto riesgo
4.8,65.0,57.9,Baja,0,Alto riesgo
10.0,95.1,85.9,Alta,0,Sin riesgo
7.4,-25.0,78.3,Alta,1,Medio riesgo
6.5,95.2,88.9,Media,0,Medio riesgo
5.7,59.9,67.9,Alta,0,Alto riesgo
8.9,-25.0,43.8,Alta,1,Alto riesgo
6.0,73.8,,Media,0,Alto riesgo
,100.0,100.0,Media,0,Sin riesgo
8.3,96.8,81.4,Media,0,Sin riesgo
7.8,77.0,75.4,Alta,0,Medio riesgo
6.7,56.2,60.4,Media,1,Alto riesgo
8.6,86.5,87.5,Media,0,Sin riesgo
5.4,51.6,45.2,Baja,1,Alto riesgo
8.5,66.9,67.8,Alta,0,Alto riesgo
9.1,68.4,63.0,Media,0,Alto riesgo
7.1,80.9,83.7,Media,0,Medio riesgo
7.3,70.8,62.9,Media,0,Medio riesgo
6.4,75.5,71.3,Media,1,Medio riesgo
9.8,100.0,83.9,Alta,1,Sin riesgo
,81.8,74.4,Media,1,Alto riesgo
7.1,86.4,87.7,Alta,0,Medio riesgo
6.3,82.2,100.0,Media,0,Medio riesgo
150.0,100.0,89.1,Media,0,Sin riesgo
8.5,83.5,86.0,Alta,0,Sin riesgo
10.0,86.7,,Media,0,Sin riesgo
10.0,91.0,91.6,Alta,1,Sin riesgo
4.5,64.0,62.8,Media,1,Alto riesgo
5.1,60.1,71.8,Alta,0,Alto riesgo
6.1,68.5,85.6,Media,0,Alto riesgo
,78.5,77.4,Baja,0,Sin riesgo
8.7,79.7,65.2,Media,0,Sin riesgo
4.6,50.2,36.8,Alta,0,Alto riesgo
7.8,72.4,77.3,Alta,0,Medio riesgo
8.7,77.2,75.7,Media,1,Sin riesgo
7.7,92.3,94.4,Media,0,Medio riesgo
,91.2,100.0,Media,0,Sin riesgo
6.3,58.1,55.4,Alta,1,Alto riesgo
7.3,75.5,66.1,Alta,0,Medio riesgo
9.6,88.7,88.4,Desconocido_X99,0,Sin riesgo
7.9,100.0,90.1,Alta,0,Medio riesgo
9.4,92.2,70.3,Media,0,Sin riesgo
9.3,97.7,90.6,Media,1,Sin riesgo
4.3,-25.0,49.4,Media,1,Alto riesgo
4.9,67.3,68.2,Baja,2,Alto riesgo
8.5,100.0,100.0,Media,0,Sin riesgo
9.8,97.2,86.5,Media,0,Sin riesgo
9.9,89.0,81.2,Media,1,Sin riesgo
6.2,72.5,80.8,Alta,0,Medio riesgo
8.1,95.5,100.0,Alta,1,Sin riesgo
6.6,87.7,94.0,Media,1,Medio riesgo
8.7,74.0,75.9,Baja,0,Sin riesgo
7.6,83.8,92.4,Media,2,Medio riesgo
9.6,77.0,75.6,Baja,0,Sin riesgo
5.6,68.2,,Media,2,Alto riesgo
10.0,86.5,74.3,Media,1,Sin riesgo
8.7,84.9,73.1,Media,1,Sin riesgo
9.7,75.6,78.3,Media,1,Sin riesgo
10.0,92.9,91.8,Media,0,Sin riesgo
150.0,83.4,95.8,Media,0,Medio riesgo
8.0,62.0,69.5,Media,0,Alto riesgo
10.0,92.0,95.2,Media,1,Sin riesgo
6.7,59.0,43.7,Media,0,Alto riesgo
9.0,100.0,99.1,Alta,1,Sin riesgo
6.8,66.6,65.2,Alta,0,Alto riesgo
6.6,70.0,66.6,Media,0,Medio riesgo
9.9,100.0,100.0,Baja,1,Sin riesgo
9.1,65.5,68.8,Media,1,Alto riesgo
10.0,90.1,100.0,Baja,1,Sin riesgo
9.6,95.1,97.7,Media,0,Sin riesgo
7.4,54.1,34.8,Media,1,Alto riesgo
5.4,59.9,60.5,Media,1,Alto riesgo
10.0,89.2,68.4,Media,0,Sin riesgo
8.4,100.0,77.0,Media,1,Sin riesgo
9.4,89.0,100.0,Alta,0,Sin riesgo
9.7,-25.0,86.6,Media,0,Sin riesgo
10.0,91.3,93.2,Media,0,Sin riesgo
6.0,85.5,82.7,Media,0,Medio riesgo
7.2,56.0,53.5,Alta,1,Alto riesgo
9.0,76.3,63.5,Alta,1,Sin riesgo
8.5,86.7,87.1,Media,2,Sin riesgo
8.7,-25.0,96.7,Alta,0,Sin riesgo
6.9,75.5,95.7,Alta,0,Medio riesgo
5.5,58.9,52.0,Alta,1,Alto riesgo
10.0,100.0,100.0,Media,1,Sin riesgo
8.4,81.8,83.2,Alta,0,Sin riesgo
6.9,66.1,79.9,Alta,0,Alto riesgo
9.2,100.0,100.0,Media,0,Sin riesgo
6.8,69.1,69.8,Desconocido_X99,0,Alto riesgo
7.2,66.3,64.9,Alta,0,Alto riesgo
9.6,79.4,74.5,Media,0,Sin riesgo
6.0,62.6,56.4,Media,1,Alto riesgo
5.9,-25.0,52.0,Alta,1,Alto riesgo
8.3,88.0,88.5,Media,0,Sin riesgo
8.7,85.3,92.1,Baja,0,Sin riesgo
8.3,67.6,47.9,Media,1,Alto riesgo
7.4,83.7,83.3,Baja,0,Medio riesgo
6.9,77.7,79.1,Desconocido_X99,0,Medio riesgo
6.9,90.0,79.3,Media,1,Medio riesgo
4.6,62.1,51.2,Media,1,Alto riesgo
150.0,62.0,86.6,Alta,2,Alto riesgo
7.5,77.5,75.2,Media,0,Medio riesgo
7.7,63.5,66.3,Media,1,Alto riesgo
8.0,99.3,100.0,Baja,0,Sin riesgo
9.2,86.2,62.2,Media,0,Sin riesgo
5.8,67.8,81.4,Alta,0,Alto riesgo
9.5,77.3,72.5,Baja,0,Sin riesgo
8.3,96.5,97.6,Alta,0,Sin riesgo
,71.1,55.0,Media,0,Alto riesgo
5.9,64.3,68.4,Alta,0,Alto riesgo
10.0,93.5,83.8,Media,0,Sin riesgo
8.1,81.6,,Alta,0,Sin riesgo
8.5,44.6,32.0,Media,1,Alto riesgo
6.9,-25.0,100.0,Media,0,Medio riesgo
9.0,81.4,93.6,Media,0,Sin riesgo
8.9,70.9,60.2,Baja,0,Sin riesgo
5.9,63.4,58.5,Alta,0,Alto riesgo
10.0,83.0,70.3,Baja,0,Sin riesgo
7.8,83.7,91.4,Alta,0,Medio riesgo
6.7,91.6,97.0,Alta,2,Medio riesgo
7.6,87.7,84.3,Media,0,Medio riesgo
7.7,-25.0,69.1,Media,1,Alto riesgo
6.5,73.5,73.0,Alta,1,Medio riesgo
8.9,72.4,90.7,Media,0,Sin riesgo
7.9,80.2,85.1,Alta,0,Medio riesgo
7.0,79.8,93.0,Media,0,Medio riesgo
